,text,label
11956,ORA-01031: insufficient privileges creating JMS connection to Oracle topic,2
11957,LINQ to XML Newbie Question: Returning More Than One Result,18
11958,Interpreting Visual Studio 2005 Threads Window,7
11959,Returning SQL Insert ID when using Jquery/AJAX to insert row into database,15
11960,How to change Matlab program for solving equation with finite element method?,6
11961,Magento - Pricing Matrix?,20
11962,"Is QT classified as a c++ library? If not a library, how would you classify QT?",16
11963,"Is there a keyboard shortcut for ""Build Page"" in Visual Studio 2005?",7
11964,Change size of user/password login box,17
11965,How do I copy a range into a temp workbook and return a reference to it with a vba function?,5
11966,How can use Spring XML configuration to set a bean property with list of all beans of a certain type?,11
11967,What's the best way to have multiple groups of simple featured products in Magento?,20
11968,MATLAB: convert vector to cell array,6
11969,RDC sessions to Win 7 terminate on CTR and arrow keys,9
11970,How do I create an FSRef from a NSString containing a path?,8
11971,com iplanet AsException when trying to instantiate spring bean outside container,11
11972,Bash - Remove non-word characters from a file but keep newlines?,10
11973,How to Debug Spring NoSuchBeanDefinitionException,11
11974,What is the size limit for a varchar2 procedure argument in Oracle 10g ?,2
11975,Assign auto-incrementing value to new column in Oracle,2
11976,Excel: How to display more information when using Subtotals?,5
11977,Remember window sizes and placement when unplugging and replugging second monitor.,9
11978,WAMP - PHP shell_exec() problem,3
11979,Finding the Latest Post by Author,1
11980,Putting values in error.getModel in onBindAndValidate,11
11981,Haskell foreign import stdcall on DLL function,19
11982,Scala's for-comprehensions: vital feature or syntactic sugar?,13
11983,Way to make SharePoint custom quick launch links subject to same visibility/permissions as list links.,14
11984,What is the correct way to set ANT_OPS in OS X?,9
11985,How do you authenticate against an Active Directory server using Spring Security?,11
11986,Multiple RewriteConds and RewriteRule Stacked Together,4
11987,How can I use the clojure REPL together with QT Jambi?,16
11988,How to controll the webview in the scrollview with the scrollview's controller?,8
11989,Is it possible to detect 32 bit vs 64 bit in a bash script?,10
11990,Registration for Cocoa shareware,8
11991,When should I use $ (and can it always be replaced with parentheses)?,19
11992,How to add Announcement list/webpart to Publishing Portal,14
11993,How to restrict drupal search from indexing all content types?,17
11994,How do I use Linq for paging a generic collection?,18
11995,Testing SQL query on Oracle which includes a remote database,2
11996,Is there Cache with Linq query support,18
11997,Strategies/Tools for Building Training Website,2
11998,Real-time history export amongst bash terminal windows,10
11999,Linq query on the maximum value of 2 fields,18
12000,Sharepoint OnWorkflowItemChanged before/after properties lists,14
12001,Dependency Injection mechanism,11
12002,What's the difference between a CoreAnimation Layer Backed View and a Layer Hosting View,8
12003,Keyboard fails in IE8 after AJAX call,15
12004,Is there any way to silence the 'hold' function in Matlab,6
12005,"In Haskell, how can I use the built in sortBy function to sort a list of pairs(tuple)?",19
12006,Oracle: What exactly do quotation marks around the table name do?,2
12007,Calculating displacement moved in Matlab,6
12008,Some Paramters in $.ajax not passing,15
12009,Possible to make a  producer/consumer obj in Scala using actors 'threadless' (no receive...)?,13
12010,Indenting Bash Script Output,10
12011,Email check regular expression with bash script,10
12012,Suggested resources for learning about blocks in Snow Leopard,8
12013,Using Time Machine for test environment rollback for Mac platform,9
12014,Haskell script running out of space,19
12015,Restrict certain URLs to a single thread,4
12016,How to allow only certain files in Apache,4
12017,svn switch --relocate not persisting,3
12018,front-end configurable products from simple products in magento?,20
12019,How to add external library to the classpath in scala's interpreter?,13
12020,Wordpress removing WWW,1
12021,Change position of currency selector in Magento,20
12022,Hibernate mapping collection by column,12
12023,magento changing Shipping Method -error,20
12024,Hibernate: How to exclude a class which is part of a join using the Criteria API,12
12025,Wordpress: How to create a video gallery in wordpress?,1
12026,Magento Installation Information,20
12027,How can I eliminate dead keys on Mac OS X with international keyboard?,9
12028,creating spring bean,11
12029,Haskell Cons Operator (:),19
12030,"Apache configuration help -- Why are different processes ""in"" different time zones?",4
12031,problem in Spring session scope bean with AOP,11
12032,SharePoint publishing site email encoding/decoding,14
12033,How to get cpu temperature and fan speed on osx?,9
12034,drupal profile date format,17
12035,How to add a progress bar to a bash script?,10
12036,Distinguishing between HFS+ and HFS Standard Volumes,9
12037,NSNotificationCenter selector won't work with its NSNotification,8
12038,AbstractTransactionalJUnit4SpringContextTests: can't get the dao to find inserted data,11
12039,How to organize files in Haskell programs?,19
12040,hibernate     @GeneratedValue  correct?,12
12041,Drupal | How do you integrate a module into views?,17
12042,Very slow response for Visual Studio 2005 Web Site Administration Tool,7
12043,Subversion: Fail update when there are conflicts?,3
12044,502 Bad Gateway... invalid response from upstream server (apache and jboss),4
12045,Hibernate vs CFQuery,12
12046,Is there a way to specify a super-type sub-type relationship in Oracle Designer?,2
12047,LINQ default methods for insert/delete/update are coming disabled in visual studio 2008,18
12048,MATLAB: element-wise array replication according to a count,6
12049,How can I combine multiple rows into a comma-delimited list in Oracle?,2
12050,How to write eclipse rcp applications with scala?,13
12051,QTabBar vs QTabWidget,16
12052,Apache .htaccess hotlinking redirect,4
12053,mrdivide function in Matlab- what is it doing and how to do it in Python?,6
12054,Mean filter in MATLAB without loops or signal processing toolbox,6
12055,Drupal Form API and $form_state['storage'] is destroyed on a page refresh,17
12056,Password Protected Wordpress MU,1
12057,scala: Method\Operator Overloading,13
12058,Animating NSDrawer,8
12059,Apache RewriteRule with RewriteMap,4
12060,Cannot add server to Visual Studio Server Explorer,7
12061,Looping through wordpress catagories,1
12062,finding apache build options,4
12063,Are there any diagnostics tools for troubleshooting content delivery with Opera Mini?,15
12064,how to insert record in join table of many to many  hibernate annotation,12
12065,SVN pre-commit hook for avoiding changes to tags subdirectories,3
12066,Mac/Windows Switching,9
12067,Drupal development: performance,17
12068,Mapping widget for Qt,16
12069,using subversion with a really really big site,3
12070,Why do all the Checkbox's in my Outline View check when only one is clicked?,8
12071,How to include the post-count of a category to link-item when listing categories?,1
12072,function working on functions of Array[T] or List[T] or Iterable[T],13
12073,"shared components throughout all projects, is there a better alternative than svn:externals?",3
12074,Mac + External drive not recognized as removable storage,9
12075,Visual Studio - Publish to multiple locations?,7
12076,How to talk to Sharepoint: If I only got Full Name,14
12077,Ensure a subprocess is dead in Cocoa,8
12078,Spring MVC Custom Authentication,11
12079,[Magento] Is it possible to use HTML invoice?,20
12080,Which additional securities do you add to your open source cms installations?,1
12081,Why does Scala's semicolon inference fail here ?,13
12082,Creating a sublist based on a second column in excel,5
12083,How to create a Qt window behave like a message box ?,16
12084,SVN: How to re-create a directory that's created but not committed yet,3
12085,PropertyPlaceholderConfigurer vs Filters -- Spring Beans,11
12086,ajax push and oull,15
12087,SEO for a Magento multilingual store,20
12088,Sorting grouped nodes by taxonomy term,17
12089,How to tell whether a dylib is compiled for 10.6 or 10.5?,9
12090,deleting named ranges in VSTO,5
12091,What is the XDG_SESSION_COOKIE environment variable for?,10
12092,"excel file too big , which format to convert to imporve processing time in scripting",5
12093,Getting data from sharepoint into drupal,17
12094,Excel Replace all found chars,5
12095,How are Scala traits compiled into Java bytecode?,13
12096,De-dupe files in BASH,10
12097,How do I convert an NSString into something I can use with FSCreateDirectoryUnicode?,8
12098,Dynamically add where clauses to a cursor in oracle,2
12099,Individually Execute All Files in a Directory,10
